SpecCode,Species,Genus,Fresh,Brack,Saltwater,DemersPelag,Amphibious,AmphibiousRef,Length,AddRems,done,our_remarks,ref
6544,Canthigaster valentini,Canthigaster,0,0,-1,reef-associated,NA,NA,11,"Found among coral heads and rocks of subtidal lagoon and seaward reefs (Ref. 4919, 5503).  Common on coastal reefs at various depths.  Mimic filefish, males are territorial and are often seen fighting (Ref. 48637).  Feeds mainly on filamentous green and red algae, tunicates, and on smaller amounts of corals, bryozoans, polychaetes, echinoderms, mollusks, and brown and coralline red algae.  Forms shoals (10-100 or more) often with the filefish, <i>Paraluteres prionurus</i> (about 5% of shoal) mimicking <i>C. valentini</i> to protect it from predators (Ref. 4919, 5503).  Territorial and haremic; males spawn with a different female each day (Ref. 9710).  One or more territories are occupied and defended each by a female where a single large male stands guard (Ref. 55082).",FALSE,,
27253,Carinotetraodon salivator,Carinotetraodon,-1,0,0,benthopelagic,NA,NA,4,NA,FALSE,,
6610,Chelonodon patoca,Chelonodon,-1,-1,-1,reef-associated,NA,NA,38,"Inhabits coastal waters and enters the lower reaches of rivers and lagoons (Ref. 4833).  Occurs on sand and mudflats, usually in estuaries (Ref. 48637).  Usually found around the mouths of rivers or in brackish mangrove estuaries and sometimes penetrates fresh water, but is never found more than a few km from the sea (Ref. 2847, 44894).  Also Ref. 58652.  Associated with seagrass (Ref. 118046).",FALSE,,
25182,Chonerhinos naritus,Chonerhinos,-1,0,0,demersal,NA,NA,28.5,NA,FALSE,,
51376,Colomesus asellus,Colomesus,-1,0,0,demersal,NA,NA,12.80000019,NA,FALSE,,
11214,Feroxodon multistriatus,Feroxodon,0,0,-1,reef-associated,NA,NA,39,Inhabits shallow inshore waters and offshore soft bottoms. Feeds on fishes and invertebrates.,FALSE,,
NA,Lagocephalus cheesemanii,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Lagocephalus guentheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Lagocephalus laevigatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Lagocephalus sceleratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Marilyna darwinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Monotrete leiurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Sphoeroides annulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Sphoeroides dorsalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Sphoeroides greeleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Sphoeroides lobatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Sphoeroides maculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Sphoeroides marmoratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Sphoeroides nephelus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Sphoeroides pachygaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Sphoeroides spengleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Sphoeroides testudineus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Takifugu niphobles,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Takifugu ocellatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Tetraodon biocellatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Tetraodon fluviatilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Tetraodon mbu,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Torquigener hicksii,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Torquigener pleurogramma,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Tylerius spinosissimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Triacanthus biaculeatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Triacanthus nieuhofi,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Tripodichthys blochii,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Trixiphichthys weberi,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Atrophacanthus sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Halimochirurgus alcocki,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Halimochirurgus centriscoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Hollardia hollardia,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Parahollardia lineata,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Paratriacanthodes retrospinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Triacanthodes anomalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Triacanthodes ethiops,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Triacanthodes sp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Tydemania navigatoris,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
NA,Triodon macropterus,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,,
